_id,INTERVENTION_TYPE,LICENCE_NUMBER,OPERATOR_NAME,BUSINESS_ADDRESS,PROPOSED_STREET_LOCATION,WARD_NAME,BIA_NAME,STREET_NAME_SHORTENED,MUNICIPAL_ADDRESS,CATEGORY,CONDITIONS,geometry
953,Private Property Patio,B71-5112588,DEER GARDEN SIGNATURES,"770 BAY ST, #105A",None,UNIVERSITY-ROSEDALE,None,BAY ST,770 BAY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38586592, 43.6601282416674]], ""type"": ""MultiPoint""}"
954,Private Property Patio,B71-5114188,BOSTON PIZZA,"5170 YONGE ST, GRDFL",None,WILLOWDALE,None,YONGE ST,5170 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41339274, 43.7698168430038]], ""type"": ""MultiPoint""}"
955,Private Property Patio,B71-5114734,GRAVITY PIZZA SB,"58 MARINE PARADE DR, #14",None,ETOBICOKE-LAKESHORE,None,MARINE PARADE DR,58 MARINE PARADE DR,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.47712766, 43.6274691648797]], ""type"": ""MultiPoint""}"
956,Private Property Patio,B71-5115061,KIBO SUSHI - ROGERS CENTRE,3 NAVY WHARF CRT,None,SPADINA-FORT YORK,None,NAVY WHARF CRT,3 NAVY WHARF CRT,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39110185, 43.6402681472913]], ""type"": ""MultiPoint""}"
957,Private Property Patio,B71-5115819,GOL'S LANZHOU NOODLE,5505-5507 YONGE ST,None,WILLOWDALE,None,YONGE ST,5505-5507 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4147833, 43.77810562]], ""type"": ""MultiPoint""}"
958,Private Property Patio,B71-5117076,JIMMY'S COFFEE,806 QUEEN ST E,None,TORONTO-DANFORTH,None,QUEEN ST E,806 QUEEN ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34654434, 43.6597958861454]], ""type"": ""MultiPoint""}"
959,Private Property Patio,B71-5124966,VAGABONDO RESTO BAR,"310 FRONT ST W, #310A",None,SPADINA-FORT YORK,None,FRONT ST W,310 FRONT ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39082297, 43.6440185106094]], ""type"": ""MultiPoint""}"
960,Private Property Patio,B71-5127011,CUCINA BUCA,2 ST CLAIR AVE W,None,TORONTO-ST. PAUL'S,None,ST CLAIR AVE W,2 ST CLAIR AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39460535, 43.6882629050172]], ""type"": ""MultiPoint""}"
961,Private Property Patio,B71-5128352,BB.Q CHICKEN LEMON,43 ELM ST,None,YORK SOUTH-WESTON,None,ELM ST,43 ELM ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.51562362, 43.7065382741565]], ""type"": ""MultiPoint""}"
962,Private Property Patio,B71-5136104,AURA,686 QUEEN ST E,None,TORONTO-DANFORTH,None,QUEEN ST E,686 QUEEN ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35080847, 43.6588329140137]], ""type"": ""MultiPoint""}"
963,Private Property Patio,B71-5136235,ORETTA MIDTOWN,"2131 YONGE ST, G120",None,TORONTO-ST. PAUL'S,None,YONGE ST,2131 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39742915, 43.7037068151549]], ""type"": ""MultiPoint""}"
964,Private Property Patio,B71-5137985,BUTTER CHICKEN FACTORY,560 PARLIAMENT ST,None,TORONTO CENTRE,None,PARLIAMENT ST,560 PARLIAMENT ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.36950316, 43.6672122230596]], ""type"": ""MultiPoint""}"
965,Private Property Patio,B71-5138637,156 CUMBERLAND,156 CUMBERLAND ST,None,UNIVERSITY-ROSEDALE,None,CUMBERLAND ST,156 CUMBERLAND ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39333503, 43.6700439561167]], ""type"": ""MultiPoint""}"
966,Private Property Patio,B71-5140221,FRESHII,1853 AVENUE RD,None,EGLINTON-LAWRENCE,None,AVENUE RD,1853 AVENUE RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41898906, 43.7316095287548]], ""type"": ""MultiPoint""}"
967,Private Property Patio,B71-5141006,JOHNNY.S EXCLUSIVE LOUNGE,805 BRIMLEY RD,None,SCARBOROUGH CENTRE,None,BRIMLEY RD,805 BRIMLEY RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.25438213, 43.7525098962193]], ""type"": ""MultiPoint""}"
968,Private Property Patio,B71-5141574,FOUR BROTHERS PIZZA,540 KING ST W,None,SPADINA-FORT YORK,None,KING ST W,540 KING ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3980529, 43.6451519693304]], ""type"": ""MultiPoint""}"
969,Private Property Patio,B71-5145348,TIM HORTONS,2005 AVENUE RD,None,EGLINTON-LAWRENCE,None,AVENUE RD,2005 AVENUE RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41967303, 43.7353406160617]], ""type"": ""MultiPoint""}"
970,Private Property Patio,B71-5145443,BASKIN ROBBINS,2534 BAYVIEW AVE,None,DON VALLEY WEST,None,BAYVIEW AVE,2534 BAYVIEW AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3846632, 43.7470187225586]], ""type"": ""MultiPoint""}"
971,Private Property Patio,B71-5145459,TERRONI SUD FORNO PRODUZIONE E SPACCIO,"128 STERLING RD, #101",None,DAVENPORT,None,STERLING RD,128 STERLING RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.44529417, 43.6537014090638]], ""type"": ""MultiPoint""}"
972,Private Property Patio,B71-5145495,NEW CHAMSINE,235 QUEEN ST E,None,TORONTO CENTRE,None,QUEEN ST E,235 QUEEN ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.36922888, 43.6544039516954]], ""type"": ""MultiPoint""}"
973,Private Property Patio,B71-5145498,SOMETHING IN THE WATER BREWING CO.,"151 EAST LIBERTY ST, #102",None,SPADINA-FORT YORK,None,EAST LIBERTY ST,151 EAST LIBERTY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41716411, 43.6382303528479]], ""type"": ""MultiPoint""}"
974,Private Property Patio,B71-5200038,PHILTHY PHILLYS,"80 WESTON RD, H107",None,YORK SOUTH-WESTON,None,WESTON RD,80 WESTON RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.47045416, 43.6740940798331]], ""type"": ""MultiPoint""}"
975,Private Property Patio,B71-5200393,HANA DON JAPANESE CUISINE & BAR,"1800 SHEPPARD AVE E, #2020",None,DON VALLEY NORTH,None,SHEPPARD AVE E,1800 SHEPPARD AVE E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34449498, 43.7777396495662]], ""type"": ""MultiPoint""}"
976,Private Property Patio,B71-5200436,BLUEBIRD BAR,2072 DUNDAS ST W,None,PARKDALE-HIGH PARK,None,DUNDAS ST W,2072 DUNDAS ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.44799415, 43.6522723266289]], ""type"": ""MultiPoint""}"
977,Private Property Patio,B71-5200439,BLACK LAB BREWING,818 EASTERN AVE,None,TORONTO-DANFORTH,None,EASTERN AVE,818 EASTERN AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.32909535, 43.6618837548916]], ""type"": ""MultiPoint""}"
978,Private Property Patio,B71-5200465,SEARA BAKERY & PASTRY,"605 ROGERS RD, #3 BLDG D",None,YORK SOUTH-WESTON,None,ROGERS RD,605 ROGERS RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.47451008, 43.6816102474675]], ""type"": ""MultiPoint""}"
979,Private Property Patio,B71-5200750,KARAHI BOYS,739 QUEEN ST W,None,SPADINA-FORT YORK,None,QUEEN ST W,739 QUEEN ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40703895, 43.6464116]], ""type"": ""MultiPoint""}"
980,Private Property Patio,B71-5200883,MAD RADISH,"120 BLOOR ST E, #103",None,UNIVERSITY-ROSEDALE,None,BLOOR ST E,120 BLOOR ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38386259, 43.6713018058637]], ""type"": ""MultiPoint""}"
981,Private Property Patio,B71-5200954,EVVIVA RESTAURANT # 4,5221 YONGE ST,None,WILLOWDALE,None,YONGE ST,5221 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41309139, 43.77130018]], ""type"": ""MultiPoint""}"
982,Private Property Patio,B71-5201114,MAMA'S LIQUOR & LOUNGE,1602 DUNDAS ST W,None,DAVENPORT,None,DUNDAS ST W,1602 DUNDAS ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.43519311, 43.6500416222702]], ""type"": ""MultiPoint""}"
983,Private Property Patio,B71-5201199,BOCCONCINI PIZZA,96 GERRARD ST E,None,TORONTO CENTRE,None,GERRARD ST E,96 GERRARD ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37752008, 43.6603012154066]], ""type"": ""MultiPoint""}"
984,Private Property Patio,B71-5201298,FOOD & LIQUOR,1610 QUEEN ST W,None,PARKDALE-HIGH PARK,None,QUEEN ST W,1610 QUEEN ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.44188516, 43.6397449347843]], ""type"": ""MultiPoint""}"
985,Private Property Patio,B71-5201440,PETROS'82,299 ADELAIDE ST W,None,SPADINA-FORT YORK,None,ADELAIDE ST W,299 ADELAIDE ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39093853, 43.6475371655649]], ""type"": ""MultiPoint""}"
986,Private Property Patio,B71-5201572,MOXIE'S CLASSIC GRILL / STARBUCKS,55 READING CRT,None,ETOBICOKE NORTH,None,READING CRT,55 READING CRT,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.59071598, 43.6898069686617]], ""type"": ""MultiPoint""}"
987,Private Property Patio,B71-5201769,CASSIUS ON KING,"624 KING ST W, GROUND",None,SPADINA-FORT YORK,None,KING ST W,624 KING ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40106028, 43.6445213024045]], ""type"": ""MultiPoint""}"
988,Private Property Patio,B71-5201844,LUME KITCHEN AND LOUNGE,72 PARK LAWN RD,None,ETOBICOKE-LAKESHORE,None,PARK LAWN RD,72 PARK LAWN RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.48463446, 43.6243138723811]], ""type"": ""MultiPoint""}"
989,Private Property Patio,B71-5201916,SAFA FRIED CHICKEN AND CAFE,2929 DANFORTH AVE,None,BEACHES-EAST YORK,None,DANFORTH AVE,2929 DANFORTH AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.29330276, 43.6898829274747]], ""type"": ""MultiPoint""}"
990,Private Property Patio,B71-5202045,PORTICI PIZZERIA,"6 SCOLLARD ST, #101",None,UNIVERSITY-ROSEDALE,None,SCOLLARD ST,6 SCOLLARD ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38861538, 43.6726646198656]], ""type"": ""MultiPoint""}"
991,Private Property Patio,B71-5202193,YONGE STREET WAREHOUSE RESTAURANT,336 YONGE ST,None,UNIVERSITY-ROSEDALE,None,YONGE ST,336 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38174973, 43.6574792730356]], ""type"": ""MultiPoint""}"
992,Private Property Patio,B71-5202433,4544 CHARCOAL GRILL,"4544 DUFFERIN ST, #2-5",None,YORK CENTRE,None,DUFFERIN ST,4544 DUFFERIN ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.46777573, 43.7661401128602]], ""type"": ""MultiPoint""}"
993,Private Property Patio,B71-5202657,PRIME SEAFOOD PALACE,944 QUEEN ST W,None,SPADINA-FORT YORK,None,QUEEN ST W,944 QUEEN ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41671372, 43.6448318319412]], ""type"": ""MultiPoint""}"
994,Private Property Patio,B71-5203516,PIZZERIA LIBRETTO,155 UNIVERSITY AVE,None,SPADINA-FORT YORK,None,UNIVERSITY AVE,155 UNIVERSITY AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38473421, 43.6485880722342]], ""type"": ""MultiPoint""}"
995,Private Property Patio,B71-5203953,ANEJO RESTAURANT,"7 MARIE LABATTE RD, E1",None,DON VALLEY EAST,None,MARIE LABATTE RD,7 MARIE LABATTE RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34561419, 43.7341137347152]], ""type"": ""MultiPoint""}"
996,Private Property Patio,B71-5204555,HER FATHER'S CIDER BAR + KITCHEN - DANFORTH,162 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,162 DANFORTH AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.35742047, 43.6767069087868]], ""type"": ""MultiPoint""}"
997,Private Property Patio,B71-5207679,THE WALRUS PUB & BEERHALL,199 BAY ST,None,TORONTO CENTRE,None,BAY ST,199 BAY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37956192, 43.6482260159085]], ""type"": ""MultiPoint""}"
998,Private Property Patio,B71-5208210,THE CHEESECAKE FACTORY,"3401 DUFFERIN ST, CRU2",None,EGLINTON-LAWRENCE,None,DUFFERIN ST,3401 DUFFERIN ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.45146717, 43.7260704434737]], ""type"": ""MultiPoint""}"
999,Private Property Patio,B71-5209751,LIVING ROOM/PUBLIC SCHOOL/SKYLIGHT,90 BLOOR ST E,None,UNIVERSITY-ROSEDALE,None,BLOOR ST E,90 BLOOR ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38486399, 43.6708744636807]], ""type"": ""MultiPoint""}"
1000,Private Property Patio,B71-5209884,DEER GARDEN SIGNATURES,"633 SILVER STAR BLVD, #125",None,SCARBOROUGH-AGINCOURT,None,SILVER STAR BLVD,633 SILVER STAR BLVD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.29920937, 43.8218680687]], ""type"": ""MultiPoint""}"
1001,Private Property Patio,B71-5210522,NODO LIBERTY,"120 LYNN WILLIAMS ST, FL2",None,SPADINA-FORT YORK,None,LYNN WILLIAMS ST,120 LYNN WILLIAMS ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4175015, 43.6390328627754]], ""type"": ""MultiPoint""}"
1002,Private Property Patio,B71-5210555,PIZZERIA LIBRETTO YONGE,5000 YONGE ST,None,WILLOWDALE,None,YONGE ST,5000 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41244391, 43.7660201985692]], ""type"": ""MultiPoint""}"
1003,Private Property Patio,B71-5210939,JACOBS & CO. STEAKHOUSE @ CIBC SQUARE,81 BAY ST,None,SPADINA-FORT YORK,None,BAY ST,81 BAY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37807479, 43.6442287326981]], ""type"": ""MultiPoint""}"
1004,Private Property Patio,B71-5211408,HALIBUT HOUSE FISH AND CHIPS,"2550 VICTORIA PARK AVE, #3",None,DON VALLEY NORTH,None,VICTORIA PARK AVE,2550 VICTORIA PARK AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.32310501, 43.7737926262831]], ""type"": ""MultiPoint""}"
1005,Private Property Patio,B71-5214050,SUNNY'S CHINESE,"60 KENSINGTON AVE, #11-14",None,UNIVERSITY-ROSEDALE,None,KENSINGTON AVE,60 KENSINGTON AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4009589, 43.6542015856407]], ""type"": ""MultiPoint""}"
1006,Private Property Patio,B71-5214120,KINTAKO SUSHI JAPANESE RESTAURANT,"214 LAIRD DR, #101",None,DON VALLEY WEST,None,LAIRD DR,214 LAIRD DR,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.36414332, 43.7114774252576]], ""type"": ""MultiPoint""}"
1007,Private Property Patio,B71-5218027,LAKE HOUSE AT BUDWEISER STAGE,909 LAKE SHORE BLVD W,None,SPADINA-FORT YORK,None,LAKE SHORE BLVD W,909 LAKE SHORE BLVD W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41511354, 43.6293245234767]], ""type"": ""MultiPoint""}"
1008,Private Property Patio,B71-5218039,NBA COURTSIDE RESTAURANT,"15 QUEENS QUAY E, #10",None,SPADINA-FORT YORK,None,QUEENS QUAY E,15 QUEENS QUAY E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.37355588, 43.6419085718612]], ""type"": ""MultiPoint""}"
1009,Private Property Patio,B71-5221304,STARBUCKS COFFEE CANADA,1090 DON MILLS RD,None,DON VALLEY EAST,None,DON MILLS RD,1090 DON MILLS RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.34422717, 43.7364357442744]], ""type"": ""MultiPoint""}"
1010,Private Property Patio,B71-5222848,JP'S GRILL & BAR,"286 ATTWELL DR, #8-10",None,ETOBICOKE NORTH,None,ATTWELL DR,286 ATTWELL DR,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.59375543, 43.6974987578034]], ""type"": ""MultiPoint""}"
1011,Private Property Patio,B71-5222955,AQUARELA RESTAURANT,"1363 WILSON AVE, FL2",None,YORK CENTRE,None,WILSON AVE,1363 WILSON AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.49794509, 43.722883198539]], ""type"": ""MultiPoint""}"
1012,Private Property Patio,B71-5222986,TE ARO COFFEE,983 QUEEN ST E,None,TORONTO-DANFORTH,None,QUEEN ST E,983 QUEEN ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.33840284, 43.6612434247237]], ""type"": ""MultiPoint""}"
1013,Private Property Patio,B71-5224015,WINGS 'N' BITES,"208 QUEENS QUAY W, RS-04",None,SPADINA-FORT YORK,None,QUEENS QUAY W,208 QUEENS QUAY W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38149922, 43.6400900907804]], ""type"": ""MultiPoint""}"
1014,Private Property Patio,B71-5224249,CAFE LANDWER,"3401 DUFFERIN ST, #612A",None,EGLINTON-LAWRENCE,None,DUFFERIN ST,3401 DUFFERIN ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.45146717, 43.7260704434737]], ""type"": ""MultiPoint""}"
1015,Private Property Patio,B71-5224270,ALO YORK ST GP,"150 YORK ST, #100",None,SPADINA-FORT YORK,None,YORK ST,150 YORK ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38445831, 43.6495123506558]], ""type"": ""MultiPoint""}"
1016,Private Property Patio,B71-5224692,LA CASETTA,900 MILLWOOD RD,None,DON VALLEY WEST,None,MILLWOOD RD,900 MILLWOOD RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.36348005, 43.7034411923853]], ""type"": ""MultiPoint""}"
1017,Private Property Patio,B71-5225460,THE HAMPTONS RESTAURANT,53 CLINTON ST,None,UNIVERSITY-ROSEDALE,None,CLINTON ST,53 CLINTON ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41385952, 43.6556666174139]], ""type"": ""MultiPoint""}"
1018,Private Property Patio,B71-5226156,OFFWORLD,"739 QUEEN ST W, 2ND",None,SPADINA-FORT YORK,None,QUEEN ST W,739 QUEEN ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40703895, 43.6464116]], ""type"": ""MultiPoint""}"
1019,Private Property Patio,B71-5226344,TASTE SEDUCTION FOOD SERVICES,399 KEELE ST,None,PARKDALE-HIGH PARK,None,KEELE ST,399 KEELE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.4644734, 43.6661235360585]], ""type"": ""MultiPoint""}"
1020,Private Property Patio,B71-5226548,PITA LAND,"720 SPADINA AVE, #100 A",None,UNIVERSITY-ROSEDALE,None,SPADINA AVE,720 SPADINA AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40361735, 43.6652820124063]], ""type"": ""MultiPoint""}"
1021,Private Property Patio,B71-5231072,OLD AVENUE,1923 AVENUE RD,None,EGLINTON-LAWRENCE,None,AVENUE RD,1923 AVENUE RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41922218, 43.7335975795807]], ""type"": ""MultiPoint""}"
1022,Private Property Patio,B71-5231378,SHAWARMA KARAZA,"1260 KENNEDY RD, #8",None,SCARBOROUGH CENTRE,None,KENNEDY RD,1260 KENNEDY RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.27843826, 43.7569709044833]], ""type"": ""MultiPoint""}"
1023,Private Property Patio,B71-5231897,BEERTOWN PUBLIC HOUSE,"1020 ISLINGTON AVE, #14",None,ETOBICOKE-LAKESHORE,None,ISLINGTON AVE,1020 ISLINGTON AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.5184897, 43.631868281884]], ""type"": ""MultiPoint""}"
1024,Private Property Patio,B71-5308339,PARADISE GROTTO,"270 ADELAIDE ST W, #101",None,SPADINA-FORT YORK,None,ADELAIDE ST W,270 ADELAIDE ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38991937, 43.6481473723574]], ""type"": ""MultiPoint""}"
1025,Private Property Patio,B71-5323023,EARLS KITCHEN + BAR,595-603 KING ST W,None,SPADINA-FORT YORK,None,KING ST W,595-603 KING ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40058626, 43.644183096741]], ""type"": ""MultiPoint""}"
1026,Private Property Patio,B71-5320724,GYUBEE JAPANESE GRILL - BLOOR,335 BLOOR ST W,None,UNIVERSITY-ROSEDALE,None,BLOOR ST W,335 BLOOR ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.40050971, 43.667161088171]], ""type"": ""MultiPoint""}"
1027,Private Property Patio,B71-5324121,ZUI BEER BAR,5649 YONGE ST,None,WILLOWDALE,None,YONGE ST,5649 YONGE ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41556999, 43.7812881229955]], ""type"": ""MultiPoint""}"
1028,Private Property Patio,B71-5325077,BACKSTAGE SOCIAL HOUSE,"1027 FINCH AVE W, #7A",None,YORK CENTRE,None,FINCH AVE W,1027 FINCH AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.46982465, 43.7673316719366]], ""type"": ""MultiPoint""}"
1029,Private Property Patio,B71-5231434,TANDOORI MASALA,"120 QUEEN'S PLATE DR, B",None,ETOBICOKE NORTH,None,QUEEN'S PLATE DR,120 QUEEN'S PLATE DR,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.59381323, 43.71499367]], ""type"": ""MultiPoint""}"
1030,Private Property Patio,B71-5230159,WAKAME SUSHI JAPANESE RESTAURANT,"2625C WESTON RD, #31",None,YORK SOUTH-WESTON,None,WESTON RD,2625C WESTON RD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.5313144, 43.7108861129943]], ""type"": ""MultiPoint""}"
1031,Private Property Patio,B71-5231905,RISE & DINE EATERY,2714 ST CLAIR AVE E,None,BEACHES-EAST YORK,None,ST CLAIR AVE E,2714 ST CLAIR AVE E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3114778, 43.7058655946807]], ""type"": ""MultiPoint""}"
1032,Private Property Patio,B71-5231640,CHIANG MAI THAI KITCHEN-LIBERTY VILLAGE,"171 EAST LIBERTY ST, #144",None,SPADINA-FORT YORK,None,EAST LIBERTY ST,171 EAST LIBERTY ST,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41860802, 43.63852034]], ""type"": ""MultiPoint""}"
1033,Private Property Patio,B71-5326334,LA PREP,"1095 MILITARY TRAIL, #102",None,SCARBOROUGH-ROUGE PARK,None,MILITARY TRAIL,1095 MILITARY TRAIL,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.18957462, 43.7867566513613]], ""type"": ""MultiPoint""}"
1034,Private Property Patio,B71-5235797,TULSI INDIAN CUISINE,"6923 STEELES AVE W, #4",None,ETOBICOKE NORTH,None,STEELES AVE W,6923 STEELES AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.62241524, 43.7529413531624]], ""type"": ""MultiPoint""}"
1035,Private Property Patio,B71-5231892,NO.10 DEAN,200 REDPATH AVE,None,TORONTO-ST. PAUL'S,None,REDPATH AVE,200 REDPATH AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3940069, 43.7102838832316]], ""type"": ""MultiPoint""}"
1036,Private Property Patio,B71-5236184,NOVA ERA BAKERY & PASTRY X,"1480 ST CLAIR AVE W, #4 & 5",None,DAVENPORT,None,ST CLAIR AVE W,1480 ST CLAIR AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.453869, 43.675862327507]], ""type"": ""MultiPoint""}"
1037,Private Property Patio,B71-5240186,LA PARRILLA,"5025 STEELES AVE W, #3",None,HUMBER RIVER-BLACK CREEK,None,STEELES AVE W,5025 STEELES AVE W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.54774083, 43.7696835513374]], ""type"": ""MultiPoint""}"
1038,Private Property Patio,B71-5243550,BLACK ANGUS STEAKHOUSE,3250 BLOOR ST W,None,ETOBICOKE-LAKESHORE,None,BLOOR ST W,3250 BLOOR ST W,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.52116176, 43.6456559788084]], ""type"": ""MultiPoint""}"
1039,Private Property Patio,B71-5244641,CONSTANTINE,15 CHARLES ST E,None,TORONTO CENTRE,None,CHARLES ST E,15 CHARLES ST E,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.38541007, 43.6685837598897]], ""type"": ""MultiPoint""}"
1040,Private Property Patio,B71-5244625,REDPATH TAVERN,151 ROEHAMPTON AVE,None,TORONTO-ST. PAUL'S,None,ROEHAMPTON AVE,151 ROEHAMPTON AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.3939917, 43.708727487042]], ""type"": ""MultiPoint""}"
1041,Private Property Patio,B71-5243916,NEO COFFEE BAR,61 SPADINA AVE,None,SPADINA-FORT YORK,None,SPADINA AVE,61 SPADINA AVE,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.39450684, 43.6450654262905]], ""type"": ""MultiPoint""}"
1042,Private Property Patio,B71-5240545,VALERIE,"111 PRINCES BLVD, FL 27-29",None,SPADINA-FORT YORK,None,PRINCES BLVD,111 PRINCES BLVD,EATING OR DRINKING ESTABLISHMENT,None,"{""coordinates"": [[-79.41240937, 43.6336276506699]], ""type"": ""MultiPoint""}"
